merchant,provider,problem_type,reason,recommended_manual_action
Ulta,Affirm,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Ulta,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Ulta,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Ulta Beauty,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Ulta Beauty,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Ulta Beauty,Afterpay,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Urban Outfitters,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Urban Outfitters,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Urban Outfitters,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Urban Outfitters,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Urban Outfitters,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Timberland,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Timberland,Sezzle,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Timberland,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vans,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vans,Zip,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vans,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vans,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vans,Sezzle,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vans,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vince,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vince,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vera Bradley,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vera Bradley,Klarna,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vera Bradley,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vera Bradley,Afterpay,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vera Bradley,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vera Bradley,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Vera Bradley,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Victoria's Secret,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Victoria's Secret,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Wayfair,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Wayfair,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Wayfair,Afterpay,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Wayfair,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Wayfair,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Wayfair,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Whirlpool,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Whirlpool,Klarna,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Waste Management,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Waste Management,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Affirm,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Affirm,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Klarna,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Klarna,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Zip,subsidiary_parent_scope,Merchant-level BNPL availability may not imply parent-level treatment.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Sam's Club,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Walmart,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Walmart,Zip,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Walmart,Zip,possible_external_bnpl,Evidence mentions BNPL outside the five-platform sample.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Walmart,Zip,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Warby Parker,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Williams-Sonoma,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Williams-Sonoma,Klarna,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Williams-Sonoma,Sezzle,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Williams-Sonoma,Sezzle,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Wolverine,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Yeti,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
Yeti,Klarna,wayback_incomplete,Wayback status: no_snapshots.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
zumiez,Klarna,unknown_timing,No credible operational adoption date found by automated first-pass scraper.,"Review official newsroom/help/payment pages, provider announcements, SEC filings, major news, and targeted Wayback payment-page snapshots."
American Airlines,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Advance Auto Parts,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Apple,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Airbnb,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Autodesk,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
American Eagle,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Allstate,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Amazon,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Zappos,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Abercrombie & Fitch,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
AppFolio,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Arhaus,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Academy Sports,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
AutoZone,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Alibaba,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Bed Bath & Beyond,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Build-A-Bear Workshop,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Bath & Body Works,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Best Buy,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Birkenstock,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
BJ's Wholesale Club,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Buckle,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Priceline,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Bob's Discount Furniture,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Brilliant Earth,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Burlington,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Canon,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Cato,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Chewy,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Columbia,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Columbia Sportswear,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Costco Wholesale,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Coursera,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Cricut,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Carter's,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
OshKosh,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Crocs,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Torrid,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
DoorDash,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Dillard's,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
HOKA,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
UGG,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Dollar General,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Dick's Sporting Goods,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
eBay,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Estee Lauder,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Etsy,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Expedia,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Vrbo,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
FIGS,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Five Below,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
1-800-flowers.com,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Funko,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Fossil,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Fiverr,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Athleta,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Banana Republic,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Gap,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Gap Factory,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Old Navy,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
GameStop,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Canada Goose,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Georgia Power Company,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
GoPro,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Garmin,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Groupon,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Goodyear Tire,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
The Home Depot,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Harley-Davidson,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
HP,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Invitation Homes,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
J. Jill,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Kohl's,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Lands' End,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Light in the box,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Lemonade,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Logitech,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Lovesac,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Lowe's,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
lululemon,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Bloomingdale's,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Macy's,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Marriott,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Microsoft Store,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Converse,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Nike,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Nelnet,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
NVIDIA,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Graco,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
On,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
The Children's Place,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
CarParts.com,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
QVC,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
ROBLOX,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Royal Caribbean,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Reformation,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Ralph Lauren,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Roku,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
REVOLVE,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Sally Beauty,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Scholastic,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Vivid Seats,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Stitch Fix,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
SiriusXM,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Samsonite,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
SharkNinja,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Sonos,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Sony,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Spectrum,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Sportsman's Warehouse,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
StubHub,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
AT&T,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
Turtle Beach,ANY,merchant_first_bnpl_unknown,No provider-level adoption timing was identified for this public merchant.,Prioritize if merchant is important to regression sample or has multiple current platforms.
